numero_de_cliente,Predicted
116866361,1
152208179,1
93882204,1
174729974,1
175507403,1
191739783,1
103656054,1
122041537,1
192958945,1
79750698,1
140903752,1
40636115,1
85291247,1
80750568,1
106951692,1
178537805,1
39815586,1
31282415,1
115354318,1
117768314,1
103916473,1
125630520,1
62588878,1
142921444,1
77128245,1
105807262,1
113862093,1
173622901,1
114536098,1
191697195,1
185255167,1
205995893,1
121319092,1
62656060,1
86658039,1
147663078,1
161836195,1
126232871,1
98154953,1
162977210,1
76812892,1
124450273,1
152139694,1
144071993,1
154759699,1
62163281,1
152311129,1
194512006,1
81195598,1
162216658,1
153838786,1
100605329,1
155147959,1
156997967,1
83247518,1
194133902,1
187518316,1
178317703,1
177229974,1
166154423,1
161210511,1
198660063,1
86875999,1
73347101,1
125813078,1
94241251,1
88803010,1
40786853,1
42591619,1
112354797,1
180842812,1
90880295,1
159327263,1
60625962,1
203569500,1
122162173,1
82363251,1
119825288,1
149482836,1
128070088,1
140733126,1
175178113,1
94055633,1
156013553,1
156398389,1
195430176,1
88183712,1
179461482,1
194758618,1
156816189,1
123360116,1
112931734,1
119622082,1
208057623,1
83729135,1
75673308,1
177684479,1
68388277,1
161975613,1
212985122,1
164832202,1
178189685,1
36785972,1
32092729,1
139297819,1
128563697,1
71491655,1
76787182,1
56151162,1
32695012,1
175221095,1
117138308,1
91619607,1
180517480,1
103240267,1
41321884,1
208275377,1
63602299,1
86086135,1
140452454,1
52280234,1
180748271,1
154463838,1
194982234,1
61466654,1
66401960,1
126858150,1
148065600,1
31558606,1
175468161,1
160118430,1
134285639,1
63926999,1
64088159,1
149165834,1
34054846,1
160025744,1
156535359,1
179491683,1
64108461,1
180939179,1
67559654,1
79428376,1
34091028,1
156724776,1
112356939,1
95931568,1
123634659,1
194455868,1
144121598,1
44247965,1
126917792,1
119591131,1
165459919,1
33218880,1
107156644,1
33779336,1
85876593,1
154496427,1
155010278,1
81428205,1
195454721,1
146954865,1
63924877,1
166943044,1
31573815,1
166217865,1
152778988,1
117630031,1
92615145,1
163032697,1
184627085,1
191797224,1
168362994,1
124055064,1
205208950,1
131537280,1
124248449,1
116314196,1
82210263,1
150344097,1
84071818,1
79607944,1
179937562,1
94103056,1
89069608,1
153744807,1
71907955,1
124720355,1
137199186,1
101073938,1
146086745,1
196446192,1
185436224,1
164608399,1
94529404,1
98121772,1
144547600,1
159037195,1
123569095,1
105962580,1
79567617,1
167031782,1
195192516,1
134728923,1
185008091,1
89540210,1
138580832,1
133997555,1
95464667,1
109628250,1
141162266,1
113269344,1
135254459,1
123758868,1
107694774,1
55459934,1
147121888,1
75891673,1
145456768,1
75303829,1
194020846,1
63925883,1
45224119,1
130526376,1
107799550,1
75748258,1
206972727,1
40658726,1
75753962,1
123355694,1
38986657,1
141334116,1
130715991,1
94719453,1
159552527,1
127421922,1
153186504,1
40636717,1
142463672,1
59949272,1
92040329,1
174280966,1
60317971,1
134142589,1
118906191,1
66687843,1
122645655,1
122504579,1
141329704,1
112549613,1
139921400,1
150881852,1
56014113,1
135271248,1
154461311,1
120696270,1
106110634,1
42884036,1
148178647,1
119450016,1
96485628,1
144114472,1
75152193,1
95572463,1
193412019,1
138720862,1
97361457,1
112591253,1
134123284,1
102057642,1
108280348,1
116794757,1
135534934,1
127140520,1
124233487,1
128141712,1
92764561,1
191681601,1
153328182,1
160620161,1
88600900,1
114985490,1
129778872,1
59339863,1
67323702,1
138911631,1
61968563,1
176773939,1
92301824,1
76574965,1
155147406,1
142477638,1
36583340,1
103845520,1
160568119,1
164213822,1
119824735,1
40154547,1
160486625,1
108200019,1
142651550,1
177458712,1
151151450,1
34795115,1
69431089,1
102159900,1
164459674,1
166829701,1
58465298,1
65913069,1
133368200,1
175115313,1
140355120,1
173995567,1
194875543,1
176905718,1
199952862,1
174316576,1
107634136,1
132008574,1
198734440,1
155037479,1
115213429,1
171294829,1
164741185,1
116865305,1
194739965,1
157181986,1
138917336,1
166440128,1
159838202,1
85508970,1
161531214,1
125311603,1
176453947,1
164163971,1
174518232,1
121082389,1
127893571,1
131618172,1
31856885,1
152395238,1
103759161,1
126909018,1
165467064,1
164115876,1
158645036,1
137255837,1
154732113,1
126125480,1
148264275,1
194930685,1
100614597,1
165371339,1
123173117,1
57567401,1
175166743,1
173745807,1
44639601,1
127940145,1
57917160,1
156551229,1
99463505,1
87554081,1
87201805,1
135850603,1
40413802,1
160557736,1
139803103,1
180916084,1
112895651,1
117174993,1
121941696,1
75920196,1
185656751,1
59308952,1
130370930,1
129177843,1
141551099,1
130116176,1
108347224,1
81560112,1
179195713,1
159415063,1
103780154,1
64403098,1
76552236,1
72871969,1
80352685,1
73991202,1
76326074,1
156011125,1
114917657,1
159407542,1
90833632,1
89711241,1
101546287,1
199737547,1
185173278,1
34486690,1
95380687,1
150282669,1
56838481,1
155848711,1
73545007,1
160035269,1
60043527,1
59194701,1
61819058,1
140082798,1
140342319,1
203784697,1
116261808,1
83276446,1
66965129,1
146249297,1
56757462,1
81946251,1
113439180,1
145788643,1
64861956,1
37172318,1
177896084,1
154571781,1
86796490,1
87043171,1
78135004,1
140536030,1
62894924,1
90695191,1
195096287,1
192533467,1
144528216,1
147020686,1
211705380,1
118652927,1
194054422,1
158173684,1
138803293,1
74284793,1
177867975,1
144994772,1
196212352,1
83014586,1
71228561,1
114172146,1
37278969,1
105003274,1
198752225,1
117266869,1
89419998,1
189821605,1
83968424,1
63266594,1
125019216,1
125980506,1
60777016,1
126647582,1
196615861,1
88654117,1
199552433,1
149194782,1
89403654,1
140887980,1
164677022,1
45418846,1
97990249,1
35929093,1
144498242,1
67189110,1
156217745,1
107038998,1
165561793,1
137994232,1
103035255,1
114920716,1
164990777,1
191596851,1
105018947,1
179506300,1
63691421,1
194076007,1
136394882,1
76684755,1
174412084,1
42632252,1
120242752,1
71937031,1
103199920,1
103737616,1
74500493,1
156906565,1
106235405,1
119601001,1
179317583,1
183949181,1
98446462,1
83310536,1
56135331,1
173993050,1
103488616,1
33371682,1
103310371,1
147284066,1
56787633,1
78568112,1
74273018,1
135599234,1
84954437,1
184652617,1
66697041,1
149873238,1
174551561,1
176980086,1
33385578,1
112241069,1
118678696,1
173679878,1
166549947,1
93343887,1
137844934,1
92636966,1
195079390,1
100603918,1
116137767,1
56627321,1
110157537,1
78572504,1
121954536,1
112716449,1
130903326,1
164335268,1
163364780,1
45524056,1
148334399,1
138929584,1
79535787,1
149757625,1
176112992,1
165943608,1
180817467,1
138730050,1
91561890,1
65073965,1
131798292,1
65480445,1
119346799,1
84907063,1
128618917,1
176923336,1
77226675,1
136110954,1
150405733,1
200717500,1
123965290,1
151000722,1
34432151,1
132844657,1
94243225,1
195447773,1
136877920,1
156321682,1
97258685,1
74594876,1
146016078,1
138934174,1
34855685,1
193959792,1
65074370,1
38538972,1
81739048,1
184564136,1
107636169,1
89125756,1
167245972,1
153814872,1
118254846,1
104045705,1
119620020,1
195490587,1
196490813,1
106200773,1
119472716,1
179915326,1
70703607,1
185395937,1
165369415,1
157023105,1
114247126,1
101765106,1
76065871,1
79808652,1
113063138,1
111348551,1
164794293,1
111229731,1
195088677,1
129422165,1
162009288,1
31925617,1
81586879,1
205714589,1
173629464,1
164364896,1
90790847,1
198978594,1
132979565,1
175591837,1
103771271,1
35198002,1
95156577,1
198681352,1
92858164,1
133671503,1
61903690,1
40410150,1
65768568,1
184999287,1
89333935,1
105109007,1
126874721,1
78999315,1
111220977,1
41719294,1
66898046,1
82949683,1
40483985,1
106904950,1
73329139,1
128054741,1
58487939,1
84837403,1
92848955,1
125664254,1
130689580,1
59051434,1
89796948,1
94340420,1
113354153,1
156705136,1
130497537,1
177462621,1
85054495,1
69823041,1
194162573,1
36016005,1
151612529,1
75063110,1
166168438,1
150849934,1
100775195,1
175048713,1
56400488,1
194214033,1
60432241,1
75933175,1
102237298,1
40388664,1
128061077,1
114531025,1
114937751,1
118019338,1
131231559,1
79715306,1
111963734,1
67071218,1
42092020,1
151741416,1
100073417,1
59030836,1
137857558,1
139383310,1
141777666,1
111094369,1
34981404,1
43498132,1
66472715,1
73677565,1
133193508,1
176658366,1
180875846,1
143504708,1
177918725,1
95076120,1
39325056,1
174101053,1
126087315,1
132712247,1
156186873,1
178302642,1
44039273,1
176053034,1
146170992,1
183081692,1
112760882,1
161227655,1
144932198,1
74205017,1
141947610,1
204414832,1
42126938,1
187721304,1
59143764,1
162540253,1
166537295,1
56766285,1
93480738,1
177094830,1
179920606,1
119188234,1
142493587,1
101922714,1
113428008,1
160584996,1
151308051,1
152866294,1
154515762,1
38864323,1
121405776,1
85128655,1
192810901,1
142181194,1
96311607,1
72470088,1
85365249,1
67533056,1
185381803,1
79415980,1
41200251,1
121406250,1
177917224,1
118429410,1
109194609,1
134003685,1
175958305,1
154923455,1
58319238,1
92924132,1
163737683,1
173453765,1
58968381,1
133577219,1
171062094,1
83265471,1
174221364,1
45092004,1
152200866,1
152341577,1
73420837,1
57166981,1
173806416,1
118508455,1
90273492,1
120640487,1
110821929,1
103792599,1
196630892,1
127170425,1
60785069,1
110337963,1
107742514,1
112863743,1
109957440,1
86559856,1
137915334,1
194556617,1
176081024,1
156997483,1
141316351,1
93665626,1
83218393,1
145232096,1
74980600,1
194115199,1
193907315,1
119150404,1
36244516,1
154222003,1
156024765,1
194017727,1
154219456,1
79867327,1
178347460,1
76781901,1
119780490,1
67431369,1
71514869,1
83886023,1
82468422,1
160998493,1
156674037,1
174316605,1
64404135,1
194565371,1
126039121,1
119426615,1
141073568,1
36028549,1
150020058,1
117863191,1
147485524,1
114374611,1
107889591,1
140761126,1
148436155,1
165485501,1
194704098,1
175899818,1
180667814,1
146196880,1
181063921,1
131967210,1
103414850,1
108264043,1
129397639,1
159552082,1
74438423,1
114630777,1
83087917,1
192476065,1
120063836,1
166338353,1
86481955,1
181222476,1
85263513,1
191697669,1
94522791,1
42809362,1
81525500,1
129115783,1
195088095,1
195460179,1
84566591,1
74903469,1
109527432,1
105842526,1
67576275,1
174094174,1
90648369,1
191642587,1
195488466,1
193272621,1
125779491,1
96627089,1
74158570,1
42747055,1
37456681,1
193935049,1
117732566,1
44090555,1
97795798,1
59813061,1
140989736,1
141819819,1
143715099,1
56491683,1
71988550,1
127680782,1
99054193,1
45347015,1
144355488,1
109920716,1
94773074,1
59066761,1
135481865,1
77466072,1
195283138,1
78529739,1
162761865,1
136278658,1
114656507,1
80798919,1
185220613,1
142331133,1
106961157,1
165765501,1
74551706,1
131873005,1
116313998,1
97497954,1
117420292,1
155997505,1
184547447,1
115539629,1
43749018,1
31415625,1
151639265,1
98852853,1
89271333,1
42168785,1
104963934,1
178721558,1
116104516,1
71875129,1
175527655,1
89052296,1
74085723,1
57717409,1
132968037,1
86060099,1
111844331,1
83943286,1
165518722,1
178832226,1
81096478,1
121453930,1
66449186,1
135096753,1
114145449,1
36064475,1
153044598,1
133789909,1
77574835,1
82340985,1
42021482,1
106602525,1
115949899,1
96731480,1
83879015,1
97315257,1
194724765,1
39226735,1
182357234,1
137375279,1
162843210,1
66701325,1
109502817,1
41974552,1
95808110,1
136758715,1
134759469,1
110901162,1
156227723,1
31855316,1
138425780,1
89608952,1
141324217,1
193557211,1
133205421,1
101282710,1
88099445,1
161278829,1
97735100,1
159324420,1
165972349,1
64478759,1
162144600,1
88250273,1
154598982,1
163700997,1
116640337,1
122285286,1
149342599,1
148225814,1
63969448,1
121567273,1
101555328,1
166085237,1
161913089,1
115135301,1
162388370,1
32952993,1
83294439,1
36973751,1
185580350,1
137000896,1
106395086,1
89640199,1
185460958,1
131987591,1
174088548,1
131233079,1
198551714,1
82503281,1
83388634,1
122345343,1
81277388,1
146577767,1
85274439,1
121378980,1
73360021,1
152082134,1
147122342,1
81414763,1
81644221,1
128032051,1
194029008,1
126300774,1
91272760,1
194715143,1
66585317,1
156522173,1
120691543,1
94317602,1
196288851,1
203830531,1
194621628,1
149375119,1
41874030,1
77209393,1
131874584,1
164139247,1
111739911,1
209801306,1
41374193,1
159416237,1
194725377,1
72943701,1
119141156,1
116246441,1
157123133,1
56525911,1
64107553,1
138497473,1
127851506,1
174324254,1
111245848,1
84676588,1
79253467,1
164837216,1
76757592,1
35020123,1
136372320,1
176830147,1
120085500,1
32232186,1
113168131,1
181102521,1
89252373,1
161222947,1
89510532,1
163024782,1
114239783,1
61715862,1
126019274,1
113795285,1
195319725,1
102053812,1
121380727,1
40901637,1
84635945,1
128980026,1
184141628,1
60075563,1
185585818,1
56661588,1
76470239,1
82826679,1
89164346,1
74346192,1
144467547,1
66572901,1
83587023,1
175454956,1
83046583,1
176487079,1
92770709,1
84358105,1
88579878,1
167192291,1
194090860,1
33467367,1
142458264,1
34330543,1
79680170,1
34363764,1
151096763,1
165250733,1
174054765,1
166392675,1
139863565,1
160169337,1
162031978,1
139267381,1
77971070,1
65857799,1
122791923,1
165369484,1
139806874,1
138618721,1
113612046,1
102104216,1
123855353,1
107837153,1
80220501,1
56985528,1
133474338,1
162730618,1
104526661,1
136092399,1
165426214,1
40042734,1
131191370,1
131306973,1
70123284,1
145951936,1
85783128,1
80634541,1
112974559,1
139052125,1
72152978,1
116633487,1
127700255,1
114140939,1
60146072,1
92500894,1
103492850,1
95590919,1
40346689,1
133812599,1
103115900,1
194413024,1
105664923,1
84933227,1
112843115,1
40195516,1
121154358,1
196578396,1
194077783,1
121143817,1
177150830,1
192679112,1
67401464,1
175666195,1
40612635,1
124917461,1
100250507,1
87910166,1
173425084,1
104238844,1
37807072,1
90334930,1
120367208,1
76858795,1
34373910,1
128557765,1
136336030,1
93719050,1
40738107,1
136883082,1
67027851,1
155704990,1
37276886,1
89820280,1
118715372,1
66515667,1
102507617,1
131587191,1
59570358,1
131436581,1
101774325,1
106855532,1
194526179,1
97468927,1
178975345,1
41299984,1
38637678,1
153762158,1
98998617,1
89589617,1
153168571,1
63453100,1
88674379,1
83915098,1
102623999,1
190790031,1
191786446,1
153035193,1
164371035,1
146431875,1
91806034,1
173682197,1
121007518,1
206061003,1
192592447,1
194591476,1
77611955,1
96432145,1
199961755,1
205700841,1
134040656,1
93849072,1
179707235,1
141200254,1
196273020,1
128893204,1
82561403,1
66904559,1
122700896,1
114609301,1
92550587,1
61184512,1
191989049,1
65213640,1
178185056,1
117178418,1
106540741,1
142038894,1
83377481,1
156190041,1
101729161,1
92949290,1
79249519,1
138175280,1
122913556,1
139459207,1
155219425,1
212951565,1
80972881,1
135062081,1
99077594,1
151840319,1
110800472,1
174307427,1
84675788,1
116894894,1
107256475,1
130512450,1
87333870,1
134390149,1
75351855,1
58359298,1
122631749,1
84787256,1
147288586,1
121678020,1
194330830,1
39211082,1
137914160,1
145687805,1
82651177,1
180383204,1
60609854,1
83629531,1
153123121,1
122979514,1
166219434,1
98592295,1
163009365,1
43456640,1
58064089,1
185445127,1
194556587,1
194934899,1
64647588,1
145889195,1
205083132,1
124861164,1
86134792,1
74527486,1
38385618,1
87201864,1
94567767,1
144691044,1
115016333,1
113044268,1
43762174,1
160494432,1
115599765,1
80740363,1
80039137,1
179449944,1
101860555,1
196438435,1
196515951,1
38773967,1
154161324,1
157826086,1
173747879,1
205627924,1
125021397,1
125492444,1
93535298,1
107600569,1
203921963,1
161278316,1
127100982,1
166211193,1
116115748,1
160878567,1
84935102,1
210442297,1
140669951,1
116690405,1
33600321,1
89661893,1
84007093,1
95540239,1
103306620,1
194325007,1
43684293,1
107935622,1
189725002,1
39759437,1
148066400,1
64101582,1
119427286,1
127836317,1
42213386,1
108096971,1
81553233,1
118301460,1
93686895,1
116596792,1
123997071,1
33745532,1
67449362,1
133728461,1
149326057,1
174983929,1
78880436,1
136574361,1
94478536,1
158727003,1
64156960,1
173789006,1
71778081,1
166322937,1
44313756,1
56650653,1
114757937,1
105660284,1
166075407,1
33218101,1
51898675,1
164414353,1
166395883,1
75789661,1
144162419,1
58861493,1
77514917,1
73053510,1
97804217,1
121413919,1
194209533,1
143812275,1
77298269,1
39624707,1
90988466,1
200701699,1
82049437,1
145247473,1
64540720,1
72167348,1
157889942,1
87686758,1
31722115,1
127252461,1
44310647,1
196118028,1
160676803,1
86806034,1
158593764,1
193652127,1
89609574,1
175072025,1
73280008,1
185412024,1
91790095,1
34640172,1
187738290,1
174057272,1
177159051,1
158425526,1
97297028,1
144496584,1
101679498,1
96710951,1
40934779,1
154111966,1
124563329,1
37233016,1
147748510,1
125299464,1
145762400,1
179901508,1
155146350,1
36345462,1
80833088,1
193490966,1
151254094,1
166457953,1
109543776,1
100769402,1
196301543,1
137675069,1
38509827,1
176833453,1
192009756,1
163172016,1
141500093,1
196471893,1
120678248,1
193533050,1
37062104,1
106246538,1
65989233,1
102036175,1
148739122,1
72188706,1
36824434,1
146710612,1
125150551,1
115180484,1
135372164,1
160015924,1
76874143,1
145086924,1
195459913,1
176264619,1
176349398,1
44335568,1
175598894,1
126243916,1
154991526,1
162689886,1
101172634,1
205917765,1
129268160,1
84609474,1
76637302,1
107493286,1
120486591,1
136956147,1
79889830,1
89593950,1
58743305,1
182459502,1
96150427,1
91575362,1
133691094,1
148892239,1
76189725,1
58493782,1
96512701,1
67278302,1
173310903,1
62032370,1
113044653,1
100252155,1
160548300,1
176229137,1
102467408,1
76261448,1
94940946,1
118057651,1
136381825,1
132515417,1
90180284,1
89238516,1
40312027,1
40430334,1
142005288,1
75327270,1
115636341,1
126819304,1
97805609,1
135500647,1
160957771,1
106840639,1
91600312,1
118145570,1
139894802,1
127651104,1
84767359,1
125225017,1
35621112,1
210340196,1
136244608,1
91578106,1
62648609,1
161821529,1
206769976,1
184630095,1
85290665,1
77966501,1
166342449,1
135967992,1
164477696,1
195084512,1
178796636,1
191551402,1
82234246,1
93290887,1
176316138,1
185557778,1
34047138,1
75602128,1
122596959,1
179563761,1
125466161,1
132170149,1
208367855,1
175102285,1
142464501,1
37233816,1
92143131,1
116099374,1
97430080,1
35473522,1
34046072,1
60016760,1
127957762,1
145453402,1
173437451,1
153864486,1
61475902,1
84808100,1
67094243,1
185624379,1
75702068,1
43325207,1
134518750,1
163875156,1
104087602,1
64037676,1
145394806,1
61177218,1
80090706,1
117118805,1
78114071,1
194682267,1
97193358,1
74791597,1
110467788,1
61966027,1
86170096,1
75027629,1
144579251,1
140669349,1
38674353,1
77555777,1
34426180,1
148280995,1
64472038,1
160804140,1
84564291,1
72341734,1
196569542,1
63543495,1
74175724,1
173575250,1
57653543,1
180785726,1
146906534,1
62487112,1
112656195,1
192165755,1
143849059,1
60014757,1
101262013,1
180839525,1
157104312,1
151215080,1
61321354,1
112283469,1
119631162,1
155025872,1
100930385,1
160520814,1
70971123,1
78554295,1
69006953,1
61011271,1
93315956,1
141296838,1
85160869,1
115323584,1
106573400,1
89934175,1
199060828,1
108288184,1
108893862,1
67514896,1
44173045,1
77410210,1
86474346,1
66527284,1
41638936,1
84165017,1
204977300,1
76562816,1
79583428,1
173676917,1
149481326,1
146535200,1
167084495,1
95570894,1
37500512,1
40607730,1
60864352,1
94183898,1
43068666,1
93766720,1
122984755,1
160355784,1
31325180,1
194038157,1
112287585,1
102929542,1
106189235,1
67663394,1
42408597,1
97405189,1
74845811,1
127198563,1
56080269,1
117036661,1
134189223,1
131807125,1
102290396,1
89333116,1
80936659,1
67430728,1
159360247,1
177435440,1
194088166,1
116415616,1
133100221,1
126651688,1
47649268,1
160492083,1
43657753,1
160829051,1
66376151,1
76732178,1
57681385,1
112484099,1
111760726,1
193914885,1
86602769,1
195147125,1
88736193,1
78542056,1
180815325,1
96123582,1
65021479,1
133756263,1
158466436,1
63234429,1
90748072,1
185008890,1
184618093,1
180253034,1
108088128,1
109019927,1
177734370,1
108488004,1
35749407,1
58505003,1
139146133,1
129043370,1
198864857,1
97698415,1
118302043,1
193705837,1
160947664,1
116047480,1
121078629,1
99179181,1
112892986,1
151109544,1
151715360,1
155532686,1
150756952,1
198713211,1
196452854,1
33020284,1
81340968,1
126111890,1
57137955,1
178662468,1
39559459,1
89479325,1
151015566,1
130817391,1
147603446,1
148394712,1
185255137,1
100045190,1
96783611,1
102361290,1
179894343,1
198737618,1
120018209,1
103773216,1
96148956,1
59436299,1
38199635,1
118423241,1
90283599,1
157249750,1
161266482,1
77616248,1
106261224,1
177366560,1
96124154,1
150986322,1
179512715,1
180131342,1
101181349,1
67109887,1
147660206,1
42790639,1
93631862,1
106128291,1
119574600,1
128112538,1
135260204,1
76997532,1
42981054,1
56131383,1
85868856,1
118191365,1
166071923,1
73829409,1
103935047,1
196630280,1
76756230,1
155898197,1
151355919,1
95886533,1
87078731,1
120849032,1
196108898,1
98316272,1
173703131,1
113148994,1
174398730,1
127764289,1
109939863,1
156011372,1
133723338,1
67862740,1
69847942,1
194588822,1
163552233,1
141731219,1
36656325,1
73049997,1
149347879,1
58687552,1
60105646,1
99765416,1
175611813,1
91435747,1
92956840,1
105596872,1
112001998,1
156461416,1
114061034,1
176550758,1
140618688,1
125339929,1
97817048,1
39262384,1
41508045,1
152006770,1
135238283,1
155239786,1
131729915,1
134236183,1
66643015,1
112034508,1
157832353,1
133711801,1
101550512,1
164985043,1
91028517,1
105794066,1
106837501,1
36242039,1
32693837,1
146478834,1
164754716,1
38001513,1
83985025,1
74684768,1
132052957,1
116269171,1
72427096,1
161493789,1
142167732,1
58830996,1
173461197,1
115304989,1
198729643,1
88235251,1
177654219,1
183575034,1
131866570,1
110500969,1
119597093,1
161444155,1
155247800,1
173745451,1
120516367,1
35527193,1
175868689,1
102324289,1
66843427,1
128636880,1
153406270,1
59583623,1
90354216,1
66186536,1
180135763,1
177937763,1
174496538,1
152645383,1
107040272,1
137535483,1
111892041,1
104096465,1
148015986,1
97909526,1
155206298,1
196526442,1
64092038,1
123805038,1
154385799,1
145091267,1
134047920,1
86601970,1
170357749,1
96882712,1
87216935,1
128487553,1
78008466,1
178213421,1
140695029,1
196466287,1
167925376,1
209902795,1
97185067,1
198977223,1
34101795,1
121513918,1
89068956,1
138557253,1
81058480,1
111943264,1
31390447,1
175261837,1
132921788,1
45158140,1
126987038,1
157313163,1
109365165,1
155150180,1
103021862,1
144487464,1
178483286,1
35788294,1
35213458,1
120775977,1
178046092,1
166032415,1
106487130,1
99156748,1
81442378,1
166165921,1
65225977,1
176805147,1
36679815,1
94819007,1
176227331,1
209945679,1
36146432,1
167174220,1
140013711,1
116674801,1
106758850,1
159928450,1
192355439,1
102759972,1
163053048,1
157046604,1
116817703,1
95801842,1
78253627,1
78117940,1
86424356,1
87358287,1
67316438,1
109424541,1
75065360,1
113942806,1
78834098,1
179431538,1
89772570,1
200127880,1
83343589,1
105661202,1
180083247,1
125197698,1
174386887,1
131489581,1
60529535,1
105593733,1
120734614,1
203925881,1
162956721,1
68019687,1
63003589,1
71853307,1
90780889,1
129108746,1
173122581,1
65310283,1
177984960,1
43007544,1
74334220,1
194038196,1
37808898,1
176295698,1
136640537,1
175801912,1
113648554,1
127414224,1
85433093,1
75307688,1
152003168,1
97090961,1
161228306,1
198706183,1
165365931,1
97437660,1
110145525,1
206153836,1
175121393,1
198716369,1
97640263,1
185395029,1
150892245,1
142032933,1
212437201,1
137101566,1
119394746,1
61699380,1
175061030,1
59098769,1
83071001,1
61341666,1
95135407,1
179219469,1
103582328,1
159886524,1
151576238,1
72199188,1
65262494,1
34561650,1
102508426,1
120581714,1
162444291,1
59328365,1
66521343,1
132670469,1
65195164,1
79995622,1
145868320,1
135111350,1
122679064,1
67995259,1
192923237,1
120437677,1
69121164,1
154734344,1
93309896,1
121284844,1
81579851,1
102470497,1
64080747,1
82159997,1
208207878,1
93024161,1
122800657,1
135468857,1
194207016,1
97424129,1
128020809,1
110889407,1
166126611,1
78034482,1
